full_text,Label;;;
Sumpah takut banget, bayangin lu lagi menyantap bakso yang super enak lalu tiba-tiba DUAR elu tertembak karena apa? Karena PRABOWO PRESIDEN KITA damn. Atau kegiatan bunuh-membunuh akan dinormalisasikan karena negara militerisme ini. Makan tuh HAM rendah,NEGATIF;;;
@LOVE_UM4M4 @prabowo @gibran_tweet Bagaimana pun sejarah akan mencatat, bahwa Gibran terlanjur di cap anak haram konstitusi oleh sebagian masyarakat Indonesia kecuali kubu anda. Menang atau kalah, ia akan tersandera... Rasanya memang terlalu fulgar drakor ini...,NEGATIF;;;
@habiburokhman @prabowo @gibran_tweet Kita lihat aj nanti bisa menang g lu di kampung susukan yg termasuk https://t.co/LRm4UEpMqJ.rambutan... G akan menang lu...,NEGATIF;;;
@mrtaufik19 @Monkey_Is_Butt @kuli98 @PartaiSocmed kan gamau buka mata. mereka selalu riang gembira. orang mah jadi penasaran terus cari cari prestasinya. eh fyp deh semua prestasinya akhirnya jadi coblos prabowo. begitu,POSITIF;;;
@OposisiCerdas Mana suaranya Rakyat Jatim apa kalian dukung Prabowo Gibran ?,POSITIF;;;
@Uki23 All in Prabowo Gibran,POSITIF;;;
@EllyKoro Mknya Prabowo tempramen tinggi dan selalu merendahkan org lain , ini akibat trauma perceraian dgn isterinya ,,POSITIF;;;
@tvOneNews Mau tim lawan menjatuhkan dengan cara apapun, kalo hati rakyat udh memilih pak Prabowo dan mas Gibran, sudah pasti gak akan ada gunanya mereka berbuat begitu,NEGATIF;;;
@kompascom Setuju banget sama program makan siang gratis pak Prabowo,POSITIF;;;
@gadisberjilbabb #PrabowoPeduliPesantren prabowo pasti menang,POSITIF;;;
@ainunnajib @Elsia_CChaidir @prabowo Maksudnya masa depan. Sekarang atau tidak sama sekali  Anis atau ganjar kalah masih bisa nyoba lagi,POSITIF;;;
@syalalaela @prabowo @Gerindra Strategi politik Pilpres yang riang gembira dari Pak @prabowo memberikan kesan berbeda. Joget gemoy tidak hanya menarik perhatian tetapi juga menciptakan atmosfer positif. Pilpres Riang Gembira #PrabowoGemoy @Gerindra,NEGATIF;;;
Aparat Desa Dukung Prabowo-Gibran Dianggap Wujud Demokrasi Tanpa Etika  https://t.co/8pqwNKSn8x,POSITIF;;;
@rayestu Jujur aja adu debat kedua capres dan cawapres ini sepertinya bakal jadi bulan bulanan lawan nya prabowo terlalu emosional gibran nya terlalu santai mengandalkan karisma bapaknya saja...,NEGATIF;;;
@kompascom Selalu ada narasi begini dulu Pendukungnya Prabowo sampai bilang kalau ga menang ga ada yg menyembah Allah. Kan aneh-aneh...,NEGATIF;;;
@PartaiSocmed Tapi Prabowo Gibran mendukung kaum non biner itu bener kan??,NEGATIF;;;
@Hasbil_Lbs @Papa_Brewook @Tan_Mar3M Sekolah apa kau, kok bodoh kali,.....@Hasbil_Lbs   AMIN akan menang satu putaran. Moeldoko diangkat jadi Menkumham utk melikuidasi partai partai yg tdk lebih sbg perusahaan keluarga. 2025, Moeldoko jd Ketua @PDemokrat. Lalu dibentuk Satgasus utk penyelesaian kasus HAM Prabowo.,NEGATIF;;;
@Beritasatu Oh my God! Prabowo dan Gibran adalah duo yang tak tergantikan! Mereka begitu hebat dan terfokus dalam mengembangkan sumber daya manusia!,NEGATIF;;;
@kiki_daliyo Punya sipat model kaya gituh. Yang emosional lah hadehhh kaga dah pokonya mah  Prabowo bukan Jokowi,POSITIF;;;
@yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana Merangkul semua??? Iya iya iya..semua ada di 02. 🤣,NEGATIF;;;
@detikcom PR untuk Prabowo nanti........,POSITIF;;;
Tidak jabat tangan bukan berarti tidak hormat, Pak Prabowo sedang membuka bab baru dalam etika berkomunikasi @seblakkancut https://t.co/5UjePgpriq,POSITIF;;;
@tvOneNews Mantap banget nih, timses Prabowo Gibran on fire, kerjanya super maksimal!,NEGATIF;;;
@yusuf_dumdum Itu akal2 qodari, klo O3 masuk putara ke 2, Maka besar kemungkinan PRABOWO kalah kenapa faktor MAHMUD MD(tokoh islam/NU). Klo ANIS akan kalah. Sebab pemilih jokowi di 03 cenderung ke 02 di putaran ke 2 karena PERUBAHAN,makanya sekarang yg di lakukan menggerus suara 03.,POSITIF;;;
@Heraloebss Wow @Heraloebss ternyata masih aktif mendukung Prabowo,NEGATIF;;;
@dekade_08 Ini saatnya kita dukung Prabowo si gemoy,POSITIF;;;
@pro_gibran_ Prabowo Gibran 2024 yakin menang satu putaran,POSITIF;;;
@mihrabku @panca66 @prabowo Dukung jenderal kardus jd partai kardus dong ya,POSITIF;;;
@Perju4ng4n @prabowo @Gerindra @mediaindonesia @indikatorcoid @saifulmujani @poltracking Yukk biaa dukung selalu Pilpres Riang Gembira #PrabowoGemoy,POSITIF;;;
"Tidak diperkirakan, mereka meramalkan Indonesia hancur. Jadi untuk mengatasi ini perlu kesejukan ekonomi, tutur Prabowo. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto"",POSITIF";;;
@PartaiSocmed @prabowo Kalau kalah akui aja min https://t.co/AVp8ANCC7P,POSITIF;;;
@NurFachrurrahim @ndaphie8 @ekowboy2 PKS heran dengar Prabowo mengaku mengusung ANIS dipilkada tanpa nyebut PKS padahal yg diusung Gerindra SANDI, PKS Mardani Ali sera, tpi PKS sadar kalau calonnya blum siap tarung, maka PKS ganti dgn ANIS jadilah pasangan cagub cawagub ANIS SANDI diusung bersama PKS &amp  Gerindra,NEGATIF;;;
@kiki_daliyo Wkwk gemoi itu hanya narasi asal asalan untuk mwnutupi kalo beliau tempramen Prabowo bukan Jokowi,NEGATIF;;;
@yusufagro @aniesbaswedan @prabowo @AgusYudhoyono @alextham878 @AlmaghribiS @andre_rosiade @Gerindra @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @G0mb4k @Papa_Brewook Wowo sory ye......soryyyyy ye,NEGATIF;;;
@oppahade_ Sangat sama dg di Sumbar 2x Prabowo menang telak krn lawannya diusung PDIP ... Rakyat Sumbar sangat emoh milih yg dr PDIP ...,NEGATIF;;;
@democrazymedia Rakyat/masyarakat desa tdk bodoh, klo saya biar aja kadesnya dukung Prabowo kami masyarakat tetap AMIN/Anies Baswedan.,POSITIF;;;
Prabowo Subianto pendusta https://t.co/1nIGjOs6qb,NEGATIF;;;
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ Wwkwkwkw matamu bijak si pelanggar ham?,NEGATIF;;;
@TeddGus Waooowww.. survey prabowo menang. 2014 &amp  2019 jg gitu, nyatanya Kalah 🤣. . Siap2 kena PRANK. Sujud syukur,NEGATIF;;;
@PartaiSocmed @prabowo Eksploitasi isu, yg  jadi sebab kekalahan telak Ahok ini, yakin mau lo pake lagi buat kompanye Wowo, Med? @PartaiSocmed  Bisa-bisa nyungsep di puteran pertama nanti Bos mu https://t.co/ttUZKdYQIA,NEGATIF;;;
@xquitavee Prabowo dan Gibran, pemimpin yang menginspirasi!,NEGATIF;;;
@pro_gibran_ Medan gokil semakin yakin jika prabowo gibran akan menang dalam satu putaran.,POSITIF;;;
@genx36545403 @prabowo Panasbung Attack Padahal stunting masalah utamanya ada di kesejahteraan warga Kenapa warga gagal memberikan gizi yg baik Ya pengelola yg gagal memberi Kalau hanya makan hanya sekedar solusi instans cawe cawe tanpa hasil,POSITIF;;;
@Ryu53944310 @prabowo @gibran_tweet @P4P4B0W0_2024 @Ndons_Back @bentangnegeri @AditBandit234 @Alexemeru @Alie_Fahnoor @AlmaghribiS @AndreasSolusi @AndersonTampu @are_inismyname udah baca kan utasan saya yang #prabowopedia kalau masih ga paham berarti ya memang otak ga sampai,NEGATIF;;;
Prabowo: Pemimpin yang selalu menempatkan kepentingan rakyat di atas segalanya. #02UntukPersatuan DukunganGEMPITA UntukPrabowo https://t.co/oSd8Knl6bD,POSITIF;;;
@LOVE_UM4M4 @prabowo @gibran_tweet Kok jahat, kmu gak bisa bedakan  jujur  faktual dgn  kolusi dn nepitisme. Semoga yg curang dpt azab.,POSITIF;;;
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ Gak malu pelanggar HAM bicara tentang Ham?,NEGATIF;;;
@BosPurwa @prabowo @jokowi @setkabgoid Dg tanpa sadar beliau merusak sendi2 negara......jika menangpun percuma....malah bikin hancur negara,NEGATIF;;;
@Andiarief__ kata ndasmu bisa saja dipake saat guyon....tp pun tidak sedikit digunakan saat orang marah....!  Anda salah klo cm dipake saat guyon....😄! Skrg kalian bingung klarifiksi penyataan NDAS prabowo...itu saat ini...nanti tambah lebih banyak lagi ...😂😂😂😂,NEGATIF;;;
Tanggapi Omongan Adik Prabowo Soal Isu Pelanggaran HAM, IKOHI : Menyakitkan  #politikdinasti #mkmk #anwarusman #prabowo #gibran #tolakprabowo https://t.co/iN8Wyqytqb,POSITIF;;;
Temuan ini berdasarkan survei yang digelar pada 6-13 November 2023 dengan melibatkan 1.200 responden. Para responden dipilih secara acak atau multistage random sampling. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,NEGATIF;;;
@yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana Anis pahlawan presiden yang situ pemanis calon terus,NEGATIF;;;
"7. Segmen 6, kata penutup  segmen terakhir ini adl bagian paling menarik krn Pak Anies terang2an sindir soal pelanggaran etika &amp  isu ordal yg dibales Pak Prabowo dgn bukan hanya permainan kata2 retorika, tp sungguh2 cinta tanah air"". debat pertama ini cukup seru untuk diamati"",POSITIF";;;
Dengan bangganya ketika seluruh survey menempatkan Prabowo-Gibran. Woiii cawapresmu itu selundupan,bisa maju karena otak atik konstitusi. Nggak malu?,NEGATIF;;;
@P4P4B0W0_2024 @prabowo @aniesbaswedan @ganjarpranowo @gibran_tweet @99propaganda @AndreasSolusi @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @florieliciouss @are_inismyname @kurawa @seeksixsuck Otak keledai aja KaGak mau keJeblos 2x... trus wakilnya otaknya kosong.. !! Paraaaahh... !!,POSITIF;;;
@chikiikua Semua teriak menang satu putaran Tp teriaknya Prabowo Gibran sesuai dng Realitas dukungan cek2 sj.... A Min Juga teriak satu putaran PDIP jg teriak satu putaran So Jargon menang satu putaran curang milik mereka yg tdk sesuai realitas,NEGATIF;;;
@psi_id Prabowo pemimpin rakyat PSI wakil rakyat 2024 sukses!,NEGATIF;;;
@Yurissa_Samosir @AdeDhani9 @AlbertKusen11 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @MuhiqR @choymarkochoy @Harywaraz Kapok milih Prabowo...kalah terus,POSITIF;;;
@Kimberley_2024 Widihh pak prabowo pas pake jas gini, makin keliatan keren, ga keliatan tua samsek sih,POSITIF;;;
Prabowo penerus Jokowi.... mosok Anies.....nga lah yaaaw,NEGATIF;;;
@alisyarief Hanya dukung prabowo Gibran kagak,POSITIF;;;
@LOVE_UM4M4 @prabowo @gibran_tweet Tuhan pun pusing diajak membenarkan gerombolan begal konstitusi.... 🤣🤣🤣,POSITIF;;;
@Yurissa_Samosir @AdeDhani9 @AlbertKusen11 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @MuhiqR @choymarkochoy @Harywaraz Tenggelamkan @habiburokhman @Gerindra dipikir rakyat bodoh apa.Bukti dimedia sdh sangat jelas ada pelanggaran deklarasi @prabowo @gibran_tweet .Klu @bawaslu_RI tdk bertindak maka rakyat akan bertindak.Adukan @bawaslu_RI ke Dewan Kehormatan Penyelenggara Pemilu.,POSITIF;;;
@kiki_daliyo tampilan gemoy hanyalah topeng, bagaimananpun Prabowo bukan Jokowi,NEGATIF;;;
@kenmashortnote @nuggetpedaz Gw yg goblok ato gimana ya hubungannya prabowo pasti menang sama benci anies apa dah,NEGATIF;;;
@yusufagro @aniesbaswedan @prabowo @AgusYudhoyono @alextham878 @AlmaghribiS @andre_rosiade @Gerindra @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @G0mb4k @Papa_Brewook lu ga nonton debate kale yee,,, yg nyerang duluan itu ci wowo,, dikonter oleh pak anies kalah debat  eh emosi die 🤣🤣🤣🤣,NEGATIF;;;
Prabowo pantas mendapatkan apresiasi atas dedikasinya untuk kesejahteraan rakyat. ,POSITIF;;;
@usepiskand26579 @yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana Aamiin Anies Imin satu putaran, berikan hidayah bagi yg bermain curang hancurkan dengan kuasamu Ya Allah Aamiin 🤲🏻,NEGATIF;;;
@pro_gibran_ Salam 2 jari untuk dukung Prabowo Gibran. ,POSITIF;;;
@kompascom Kocak deh, Prabowo dan Gibran jadi penyelamat negeri!,NEGATIF;;;
"@dikrizal @prabowo Artinya jabatan itu lumayan penting"" untuk Prabowo. Jadi Fix bohong ya kalau dia bilang ga butuh jabatan. Justru dia berjuang dgn berbagai macam cara."",POSITIF";;;
@kurawa Prabowo gibran yg paham akan keperluan pembangunan bangsa,POSITIF;;;
@Fahrihamzah @prabowo Kalo lihat debat hasilnya prabowo itu semakin lucu... Di tanya A jawabnya D terutama maslah HAM,NEGATIF;;;
@Herzaky__MP @PDemokrat @Gerindra @AgusYudhoyono @prabowo Maksudnya ikut2an bagi makan siang dan susu gratis ,POSITIF;;;
@syalalaela @prabowo @Gerindra Asik banget goyangan pak Prabowo #PrabowoGemoy Pilpres Riang Gembira,NEGATIF;;;
@NayDonuts @prabowo @gibran_tweet 2014,2019 sdh sujud 2024 besok sujud tapi kalah lagi.... https://t.co/f8Fw9jjupD,POSITIF;;;
@DickyRaja691228 @M45Broo Saya orang bodoh yang tidak mau di bodohi oleh kasus e-KTP dan mantabs bersama prabowo gibran....,POSITIF;;;
@mohmahfudmd Ada mentri yg baru lantik fokus.. katanya klu kalah banyak masuk penjara, makanya harus berkuasa seperti kata Prabowo,NEGATIF;;;
@BANGSAygSUJUD @jokowi Apapun yang di tuduhkan kepada pak Jokowi dan pak Prabowo saya tetap dukung pak prabowo,POSITIF;;;
@logos_id negara Indonesia adalah negara hukum kalo emang @prabowo dianggap bersalah tuntut aja lewat jalur hukum sekarang gak usah nunggu Kamisan ke-800. atau anda sudah tidak mau mengakui hukum di negara Indonesia? cc @mohmahfudmd @jokowi @aniesbaswedan @ganjarpranowo @gibran_tweet,POSITIF;;;
Prabowo pemimpin semut merah lebih terorganisir darimu @dedi_sulistiyo3 https://t.co/xhmo693Bkf,POSITIF;;;
@papa_loren Dari pada Prabowo ngaku Islam tapi anehnya goblok aslinya, ngaji saja ngk bisa, sholad ngk pernah....apalay sholat Jumat... manusia kayak gitu mau jadi presiden 🤦‍♀️,NEGATIF;;;
nih lagi barca tolol...kalah mulu kek Prabowo,POSITIF;;;
@TeddGus @aniesbaswedan @prabowo @ganjarpranowo @cakimiNOW @gibran_tweet Intinya kalo emang Prabowo itu hebat dan baik hatinya pasti sudah jadi presiden buktinya setiap ikut pilpres pasti kalah dan dia akan mengulangi kekalahan nya lagi.,NEGATIF;;;
Bawaslu Kaget, Kepala Desa Dukung Prabowo-Gibran di GBK, PKS: Susah Kalo Penguasa tak Punya Etika!  https://t.co/LywRDzfvvd  Download aplikasi Tribunnews untuk update berita terbaru  Dapatkan untuk Android: https://t.co/JzyFN5DvkD,NEGATIF;;;
@Perju4ng4n @prabowo @gibran_tweet @susipudjiastuti @Dennysiregar7 @NajwaShihab @mediaindonesia Keren yaa para Ulama Dukung Prabowo semangat untuk pak prabowo pasti menang #JagaNKRI,NEGATIF;;;
Knp yg ndukung prabowo syaratnya harus bodoh? Saya kasitau kau ya @Uki23 biar gak bego. Bulan juli lalu Ganjar Mahfud belum resmi ditetapkan sbg Capres Cawapres.,NEGATIF;;;
@suaradotcom Prabowo-Gibran, duo hebat yang akan membawa perubahan positif!,POSITIF;;;
@msaid_didu @SBYudhoyono @Yusrilihza_Mhd @airlangga_hrt @fadlizon @AgusYudhoyono Kalo prabowo menang dan jadi presiden dgn usia sepuh bisa jadi suatu saat kakek tua kelelahan, bocil ini presiden nya.  Kebayang dong kalo bocil emosional dikritik.,NEGATIF;;;
@bawaslu_RI Yg prabowo gibran dengan kepala desa gimana @bawaslu_RI   Kalo ga di tindak, hayuk lah mengundurkan diri atau kompress pake daster kan udah ga tau malu.,POSITIF;;;
@ajengcute16__ @bawaslu_RI Alasan yg di pakai kubu @prabowo  umur harun al rosyid belum genap 17 th, belum punya hak suara politik sehingga tak layak di sebut sebagai pendukung prabowo sandi, walaupun ikut demonstrasi menggugat kekalahan prabowo. Namun walaupun demikian harun al rasyid korban pemilu 2019,NEGATIF;;;
Prabowo, jogetannya gak bikin negara maju, malah bikin malu! @sepatdu https://t.co/b4K7sRoL07,NEGATIF;;;
@becaseimbibo @gorunbiraz3 @aniesbaswedan @prabowo @gibran_tweet @Gerindra @golkar_id @ch_chotimah2 @Hasbil_Lbs Gak mau pilih tukang janji manis,NEGATIF;;;
@detikcom Kami warga Kaltim bersatu mendukung prabowo gibran yang berkomitmen nyata membangun IKN di Kaltim demi kepentingan rakyat Indonesia timur dan tengah. Kami rela devisa negara 500 T dari Kaltim dipakai untuk membangun IKN.. Tidak perlu pinjam ke luar negeri..,NEGATIF;;;
@stacitarpeta18 Udah kemarin menang Prabowo Tuh...  Kalau setahu mu brrt , kamu kurang jauh rasa tahunya mas.  Di ILC aja Anies pernah kalah telak😂,NEGATIF;;;
Zulhas Menista Agama dan Kekacauan Koalisi Prabowo di Mata Umat Islam, https://t.co/t2Pa6GoSMf,POSITIF;;;
@yenimelanii Kalah di Pilpres Dua Kali, Prabowo: Saya Tidak Pernah Membenci Jokowi. dekade08,POSITIF;;;
@ilhamram_dani Generasi tua dan muda bersatu padu, Prabowo dan Gibran membuktikan bahwa bersama kita bisa!  #KolaborasiGenerasi  SerasinyaPaslon PaBowoMasGibran,NEGATIF;;;
Melihat Prabowo saat ini kita melihat Biden saat ini. Bedanya satu berlatar belakang militer satu lagi berlatar belakang sipil dengan partai suka Perang. Apakah Prabowo akan menang di 2024 dalam satu putaran?,POSITIF;;;
@tvOneNews Sesama internal aja udah seperti ini, tutur bahasa ga bisa dijaga, akhlaknya dimana? Begini kualitas calon pemimpin? Prabowo pemarah,POSITIF;;;
Prabowo, mungkin perlu aplikasi Reminder Etika di ponselnya @kubadnurhalim_ https://t.co/idI1UWy3Yk,POSITIF;;;
@liputan6dotcom Tegas tapi nggak keras, itu nih ciri khasnya Pak Prabowo yang bikin cinta.,NEGATIF;;;
@fadlizon @prabowo @Gerindra ibarat barang pak prabowo ini antik dan langka karena punya ciri khas tersendiri,NEGATIF;;;
@T4rG3t_2024 Sini lawan saya...pokoknya prabowo pasti menang,POSITIF;;;
@sadrammedia @SantosNoorman @awemany Kalo ditempat saya malah ga bahas debatnya, tp bahas ditim prabowo punya segalanya jadi sulit untuk kalah, semua lini dikuasai dari rt sampai pusat. Walaupun untuk debat mungkin kalah.,POSITIF;;;
@syalalaela @prabowo @Gerindra seneng deh punya pemimpin yang happy gini #PrabowoGemoy Pilpres Riang Gembira,POSITIF;;;
@Gerindra @prabowo Sibuk bikin klarifikasi.. wkk.. Dikira rakyat pada bodoh. Itu Fakta !!,POSITIF;;;
@PartBurungGalak masa gitu calon presiden iya aneh kau @prabowo sexara tdk lgsung dia menunjukan jati diri aslinya seperti itulah dia nanti menghadapi rakyat gk becus,POSITIF;;;
@adearmando61 Kenapa sih prabowo gak pernah milih cawapres yg lebih tua dari dia biar menang gitu https://t.co/B22WqkMrg5,NEGATIF;;;
@xandreanda @alisyarief Ga kebayang amit² prabowo terpilih amit² prabowo mati ditengah jalan lah trus indonesia dipimpin gibran. Ga bahaya thaa,NEGATIF;;;
@Netizen_NUjatim @prabowo Mbelgedesss,POSITIF;;;
@tempodotco Karakter kuat Prabowo dan visi Gibran, kombinasi sempurna.,NEGATIF;;;
@Uki23 Banyak rakyat yang dukung Prabowo Gibran,NEGATIF;;;
@as_siglie @yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana Penghianat,POSITIF;;;
@Paltiwest Lha udah paham toh. Ngapain di bahas2 lagi. Jokowi pingin/berharap program2nya dilanjutkan. Yang bersedia untuk itu hanya Prabowo. So pasti dia dukung Prabowo dengan caranya. Sekarang bgmn cara jagoanmu jualan barangnya agar lalu di pasar. #BegoAmatSih,POSITIF;;;
@putri_nbllaa Kalah di Pilpres Dua Kali, Prabowo: Saya Tidak Pernah Membenci Jokowi. dekade08,NEGATIF;;;
@islah_bahrawi Sudahlah mereka saling sayang menyayangi. Mau apalagi. Koq jadi seakan akan prabowo pasti menang,POSITIF;;;
@mochamadarip @budimandjatmiko Syarat jadi pendukung prabowo harus bodoh karena mendukung produk gagal by @budimandjatmiko 🤪🤪🤪,POSITIF;;;
AHY: Prabowo Pemimpin yang Memperhatikan Rakyat Kecil. ul\ PDemokrat AgusYudhoyono Demokrat Harapan Rakyat https://t.co/ZRDyCzOwWo,POSITIF;;;
@Perju4ng4n @prabowo @Gerindra @mediaindonesia @indikatorcoid @saifulmujani @poltracking aduhhhhh bagaimana inii kenapa bapak iniii gemoyyy sekalihhhh #PrabowoGemoy Pilpres Riang Gembira,NEGATIF;;;
@Kimberley_2024 Prabowo terang2an berbohong di depan jutaan orang saat debat dgn mengatakan 'saya tak ingin jabatan', nyatanya dia nyapres sampai 3X, terus mau jd menteri.  Tdk pantas jd pemimpin org yg suka berbohong,POSITIF;;;
@tempodotco bersama prabowo untuk indonesia emas 2045,POSITIF;;;
@VIVAcoid Dua kali dukung prabowo dah kapok masa mau kalah lagi untuk yang ke tiga kali. Nggak lah saatnya ke perubahan dan saatnya dukung AMIN.....,NEGATIF;;;
"Yang ditanya ganjar itu  jika anda jadi presiden!!! apakah anda akan menegakkan pengadilan HAM""??  Knapa prabowo jd merasa dituduh,padahal jelas yg dia tanyakan. Liat lg deh video debatnya minn."",POSITIF";;;
Tipu² Food Estate di Rezim @jokowi.!!!   Hutan Hancur dan Kayunya Raib Serta APBN Jebol, Usut Segera Perampokan Yang Sistematis Ini.!!!   Bukan Begitu Para Capres / Cawapres ?  Cc.  1. @aniesbaswedan - @cakimiNOW 2. @prabowo - @gibran_tweet 3. @mohmahfudmd - @ganjarpranowo,NEGATIF;;;
@NenkMonica Alah tu mah @andre_rosiade ndak panek managakan banang basah?? Kalo seluruh Indonesia Prabowo bisa menang tp di Sumbar raso2nyo agak barek etong2an hattrick tu jan digadele juo rang kampuang tu jo icak2 nelp pak menteri ,POSITIF;;;
@cobeh2022 Lah kemarin ditanya, apa perasaan mas prabowo? Malah misuh, ndasmu etik. Tapi emang bener, gak ada etik manggil orang berusia 70 an tahun dengan panggilan mas,NEGATIF;;;
@PartaiSocmed Janji omong kosong, kita gak mau pemimpin macam dia dong @dianbejo1  Anies DebatCapres Prabowo,POSITIF;;;
Ini bukan blunder, tp emang di sengaja. Biar swing voter menentukan pilihan. Otomatis swing voter lebih condong bakal milih Anies, krn pasangan nmr 2 dan 3 mereka anggap masih sama. Tujuannya menaikan suara Anies biar putaran ke 2 Anies vs Prabowo. Tujuan utamanya hancurin PDIP.,NEGATIF;;;
Jokowi, keluarga jangan sampai jadi drama politik! @xanzizan AMIN2024 | #2024KalahkanJokowi | Prabowo bukan Jokowi |Ijazah | samsul | Ndasmu https://t.co/DJI7BQyX79 https://t.co/zAb618i5LN,NEGATIF;;;
@ainunnajib @aniesbaswedan @prabowo @ganjarpranowo @cakimiNOW @gibran_tweet @mohmahfudmd Di masjid lah , masak di rumah 😁 kecuali lagi safar atau berhalangan beda cerita,POSITIF;;;
@xquitavee @prabowo itu gusdur yg bilng dab mash ada ..skarng wowo di mna ikhpasnya kl capres berkali kali kalah trs dan ga than opoaisi ...,NEGATIF;;;
@sukasukalo_ @Dennysiregar7 @KPU_ID Nomer2(dua)ada Gibran 100%pst menang Prabowo Presiden RI 2024-2029 yg keok jgn iri dan benci yg di bayar...ni photo Presiden n Wakil Presiden RI. https://t.co/H5xDZSGVz6,POSITIF;;;
@Mayapada0812 Amin Prabowo Gibran menang presiden RI,POSITIF;;;
@aro_6ansi @Gerindra @prabowo ko bisa ya disebut gemoy...padahal lebih ke risih liatnya,bahkan di forum resmi ttp kaya gt,ga beretika,cenderung melecehkan,hargailah paslon lain,bukan soal suka atau tidak suka tp etika ttp dijaga...,POSITIF;;;
Viral Foto Pj Gubernur Jateng Nana Sudjana Bersama TKN Prabowo-Gibran – https://t.co/Fb0eUHXA5C https://t.co/6IUBlL5O1T,POSITIF;;;
Kami tidak akan Lupa Pelanggaran HAM oleh Prabowo Subianto #PrabowoArogan https://t.co/J7obu1kej4,NEGATIF;;;
Makan Siang Gratis Susu Roti Gratis selalu terlontar dari Prabowo dan selalu konsisten disetiap kontestasi. Makna kalimat diatas tak sesederhana yang kita baca. Ini system tentang stunting gizi perubahan dll. Mari dukung Prabowo-Gibran wujudkan ini. #PrabowoGibran2024,POSITIF;;;
@prabowoisme jelas yang paling mampu menyelesaikan masalah ini hanyalah pak prabowo sebagai calon pemimpin bangsa,NEGATIF;;;
@prabowoisme saya sudah membayangkan betapa riang gembiranya Indonesia dibawah kepemimpinan pak prabowo,POSITIF;;;
@kangdede78 @mohmahfudmd @YasonaLaoly @gibran_tweet @officialMKRI Jdi sdh pantas dan cocok @ganjarpranowo memberi nilai 5 dlm hal penegakan hukum di Era saat ini. #OrdeBaruReborn Jangan pilih @prabowo @gibran_tweet di hari pencoblosan tgl 14 February 2024 melainkan pilih dan Coblos @ganjarpranowo Dan Prof @mohmahfudmd Sbg Presiden dan Wapres.,POSITIF;;;
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ Narasi sampah blunder mengiring opini!,POSITIF;;;
PRABOWO DALANG PENGADAAN ALUTSISTA VIA PT. TMI GHAIB BERISIKAN 4 KOMISARIS ELITE GERINDRA https://t.co/1koIUr763P,NEGATIF;;;
@kurawa Kerja keras banget ya tim ini untuk memenangkan rakyat. Mohon maaf nih, gak ada yg mau pilih mereka. Orng pada yakin sama pak Prabowo dan mas Gibran,NEGATIF;;;
@EllyKoro Mengandung makna tersirat : Kalau prabowo sampai kalah maka kami akan..,NEGATIF;;;
@Prihati_utami Gak usah ributin potongan videonya. Kenyataannya Prabowo tidak bisa jawab apalagi tegas dalam menanggapi kasus pelanggaran HAM,POSITIF;;;
@gorunbiraz3 @ganjarpranowo @prabowo @Gerindra @gibran_tweet @mohmahfudmd @golkar_id @ZeroDemoCRAZY @Aryprasetyo85 @MurtadhaOne1 Memperkokoh ideologi Pancasila, demokrasi, dan hak asasi manusia. Kalau Prabowo pelanggar HAM gak mungkin misi di asta cita Prabowo-Gibran diletakkin di paling atas,NEGATIF;;;
@xopch Kamu kayak mau nyindir TS tapi salah gocek. Dan poinnya bukan itu. Tapi poinnya ttg tim Prabowo yg mengarahkannya untuk gimmick ala Trump. Dengan situasi saat ini jelas Indonesia Celaka karena Prabowo pasti menang pilpres.,NEGATIF;;;
