tweets;label
 goblok milih ganjar kok jokowi 3 periode jokowi bukan ganjar dan ganjar bukan jokowi ;NEGATIF
gagasan ganjar emg gk pernah gagal ganjarsikatkorupsi ;POSITIF
fasilitasi anak keluarga miskin sampe perguruan tinggi bener bener salut sama ganjar ini langkah nyata buat kurangi kesenjangan sosial ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja ganjarpresiden2024 ;POSITIF
 ganjar tidak takut apapun bahkan untuk kasus wadas kemarin ganjar pranowo yang pasang badan padahal kita tahu itu adalah proyek strategis nasional yang harusnya pemerintah yang handle dan selesaikan;POSITIF
anies berani jelas informative prabowo emosian gagal mencerna pertanyaan keliatan lelah ganjar berani tapi sedikit main aman sopan counter nya mantap so far berharap 1 amp 3 lolos putaran kedua buat pendukung 2 mungkin bisa evaluasi lagi dengan alasan yg rasional;POSITIF
lahhh lebih miskin akhlak mana dg mengusung hasil pelanggaran berat etika itu artinya pelanggaran berat akhlak lebih miskin akhlak mana dengan penculik ditanya ganjar ttg kasus ham yg blm selesai malah nyolot harusnya berani selesaikan;POSITIF
 padahal emang pak ganjar tuh yang berhasil buat mengatasi masalah wadas keren banget deh ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
wah ternyata ganjar punya pikiran jauh buat ngebantu keluarga miskin semoga bisa diterapin dengan sukses ya ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja ganjarpresiden2024 ;POSITIF
 apa yang dilakukan anies dan ganjar sekarang itu udah di lakukan prabowo di 2014 dan 2019 dan keduanya beliau gagal nampak sekarang pak prabowo lebih milih pendekatan jokowi karena yang di incar itu akar rumput ;NEGATIF
 sengaja lagian ganjar jg minim kontroversi di permasalahan ham mungkin selain wadas ;NEGATIF
 memang pak ganjar tuh memiliki solusi tepat untuk segala masalah rakyat wadas ini berhasil menyelesaikan ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 ya ituu wadas tum itu ya program pak ganjar tuntas tegas dan terlaksana ganjarsikatkorupsi lanjutgansemuakerja lanjutgansemuamurah;POSITIF
 buzzer itu terpilih krn begonya analisa terburuk yg menganggap kita bodoh kita semua nonton anies melahap prabowo amp ganjar hny jd penonton tolong gunakan akal sehatmu utk memberi analisa yg jujur otak yg dicekoki kebohongan hanya membawa perilaku yg buruk dlm kehidupan anda;NEGATIF
 wadas itu sudah dijelaskan oleh ganjar kalau proyek tersebut dari pusat kalo anies tanya ini malah jadi boomerang;POSITIF
 anis adalah pep guardiola kaya akan taktik gagasan bermain indah tp mesti didukung logistik yg byk prabowo skrg lg jd mourinho main def yg pntg mng gk ikut debat slain di kpu membuktikan ganjar ibarat anceloti di rm skuad juara miskin taktik tp timnya bintang mantan juara;POSITIF
 sebenernya gini bang wadas itu proyek strategis nasional yang mana itu proyek pusat nah mau gak mau ganjar yang jadi tamengnya harusnya pusat juga ikut campur saat warga wadas berdemo;POSITIF
 wahh ini nii yang perlu di tanyain wadas tum itu emang programnya pak ganjar yang tuntas ganjarsikatkorupsi lanjutgansemuakerja lanjutgansemuamurah;POSITIF
sdh bener itu wowo yg di serang kl nyerang ganjar soal wadas justru anies malah bego krn di wadas itu proyek nasional dlm hal ini pupr dlm kasus wadas justru ganjar yg jd tameng si pengecut jokowi ;NEGATIF
 ditagih janji soal usut dalang kekerasan aparat di wadas ganjar lempar urusan ke polda jateng bukan urusan saya ;NEGATIF
 pertanyaan ini konyol dan menunjukan posisi pilihanmu ada dimana mas elu 10 tahun lebih kemana aja kok terkesan kaget dan bodoh menanyakan ganjar pro jokowi ;NEGATIF
 dari dulu menyerang dengan wadas padahal bapak ganjar sudah menyelesaikan yang bukan dia mulai ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;NEGATIF
tentang ham ganjar bicara personal tentang pelanggaran ham masa lalu prabowo bicara polusi yg melanggar ham anies bicara wakanda no more indonesia forever tapi lupa soal wadas debat yang tidak melahirkan solusi terbaik bagi ham di indonesia sad debatcapres2023;NEGATIF
 ganjarsikatkorupsi sudah jelas pak ganjar lah yg akan menyelesaikan wadas itu jangan di ragukan lagi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 gue ngeliatnya malah ga ngaco clear saat jadi presiden yg jualan kasus ham bakalan mentok di rahasia negara ga akan kemana2 tapi ganjar kurang ajar korban ham dijual sembari abai di wadas anies full retorika ;NEGATIF
 memang seharusnya wadas ini jadi perhatian utama yang menyorot ganjar tapi kita harus tau itu proyek strategis pemerintah ganjar gakbs ngapain selain sebagai jembatan antara pempus dan masyarakat ;POSITIF
 ditagih janji soal usut dalang kekerasan aparat di wadas ganjar lempar urusan ke polda jateng tuanku rakyat ora urus ;POSITIF
 kalo ngundang pak ganjar ada beberapa keyword yang di ban wkwkwkw salah satunya wadas;NEGATIF
 wadas milik pusat sana bos pupr psn oleh joko widodo ganjar pasang badan untuk tolong masyarakat anda pintarnya menjilat lendir cuan;POSITIF
diliat2 dari tadi pak anies emang gak manfaatin situasi untuk menyerang padahal punya kesempatan untuk nyerang prabowo soal isu cawapres karbitan dan nyerang ganjar soal wadas tp yang dilakukan pak anies justru menunggu seorang membawakan bom untuk bunuh diri sendiri salut ;POSITIF
ganjar blom ditanyain wadas tpi sebenernya di senggol pake umpama lain km sama kanjuruhan ;NEGATIF
 betul jujur yang lain jualan retorika bahkan ganjar kursng ajar korban ham dijual sembari abai di wadas;NEGATIF
siapapun presidennya orang miskin tetap miskin prabowo anis ganjar;NEGATIF
 prabowo bener banget masalah pemimpin ini jokowi memimpin 280 jt penduduk ngga mungkin ngga ada masalah nggak perlu munafik ganjar jg ada permasalahan wadas yg blm selese sampe skrg;POSITIF
haters pasti bilang ganjar cuman gimik doang anti korupsi padahal aslinya memang karakternya bersih ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja debatcapres pilpres2024 medan medanhits rakyatkecil korupsi koruptor ;POSITIF
 sudah ada pembuktian dan sudah ada penjelasannya juga dari pak ganjar soal wadas jadi harus pembuktian apa lagi ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 diliat2 dari tadi pak anies emang gak manfaatin situasi untuk menyerang padahal punya kesempatan untuk nyerang prabowo soal isu cawapres karbitan dan nyerang ganjar soal wadas tp yang dilakukan pak anies justru menunggu seorang membawakan bom untuk bunuh diri sendiri salut ;POSITIF
 prabowo terlihat seperti orang bodoh dipermalukan oleh anies dan ganjar tapi jangan takut besok pagi hasil survey sudah diatas 80 kok untuk prabowo gibran ;NEGATIF
penutup anies dan ganjar sekedar jualan retorika tapi ganjar kurang ajar jualan korban ham dia sendiri abai di wadas prabowo clear persatuan yang utama kepentingan sesaat seperti pilpres jangan membuat malah terpecah belah debatpilpres2024;NEGATIF
ganjar tiba tiba amnesia tragedi wadas dan kendeng ham;NEGATIF
 kesimpulan debatcapres perdana pak anies usung gaya total football serangan total memanfaatkan maksimal setiap celah pak ganjar usung catenaccio cenderung bertahan sesekali counter attack lebih main aman ps anak gawang miskin taktik anies aminungguldebatcapres;POSITIF
ganjar nyerang prabowo soal pelanggaran ham masa lalu untung prabowo ga bales soal korupsi e ktp bisa antem2an tenan ;NEGATIF
 yang menentukan nasib tuh alloh ta ala begitu pun pak prabowo sudah gagal 2 kali itu karena takdir alloh azza wa jalla siapapun presiden nya nanti pak anies pak prabowo pak ganjar itu karena takdir nya ;POSITIF
 paslon 1 dan 2 sama  punya beban masalalu bang makanya saling serang paslon 03 clear dan clean tak tunggu pertanyaan soal e ktp sama wadas tapi gak muncul mereka 01 dan 02 sadar bahwa pak ganjar punya segudang jawaban untuk kedua kasus tersebut makanya gak ditanyakan ;POSITIF
 kesimpulan debatcapres perdana pak anies usung gaya total football serangan total memanfaatkan maksimal setiap celah pak ganjar usung catenaccio cenderung bertahan sesekali counter attack lebih main aman ps anak gawang miskin taktik anies aminungguldebatcapres;POSITIF
 19 ketakutan paling besar koruptor itu jatuh miskin semangat pak ganjar sikat koruptor ganjarsikatkorupsi;POSITIF
 wadas yg penduduknya jadi milyuner semua itu yg ganti untung itu yup pak ganjar menginap di wadas hampir seminggu ooa ulik nginep brapa malam di aceh atau papua 5 taon terakhir ngekor pak jokowi kemana2 kecuali papua ;POSITIF
 kenapa yang diungkit selalu wadas yah padahal udah selesai lama juga semangat ya pak ganjar ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 dari dulu cuma wadas terus yang diributkan padahal sudah jelas pak ganjar sudah menyelesaikan dengan damai dan gentle ganjarsikatkorupsi bukan khayalan tetapi nyata lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 gatau aja dia kalau kasus wadas udh bres dan diatasi dengan baik sm pak ganjar ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 betul banget biar semua pada lebih jelas bahwa persoalan wadas itu harusnya pemerintah pusat yang menyelesaikan tapi yang terjadi pak ganjar yg turun langsung ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 ganjar sudah nenyelesaikan kasus wadas dengan jelas warga sudah mendapatkan haknya tanpa ada didzolimi wadas asli lo ya bukan yang membawa spanduk wadas tapi kiriminan solo;POSITIF
 memed ini bodoh banget kek wowo slaah paham ganjar tidak nyingung ham wowo tapi ham lain y tadi disebutkan ;POSITIF
cuma ganjar yang bisa menjawab issue issue secara clear e ktp wadas ham sama sekali tidak ada keraguan;POSITIF
 nah ini harapan gue td ada yg nyenggol soal wadas biar dijawab tuntas pa ganjar tp kayae gak ada yg ngangkat ya apa gue kelewatan ;POSITIF
kesimpulan debatcapres perdana pak anies usung gaya total football serangan total memanfaatkan maksimal setiap celah pak ganjar usung catenaccio cenderung bertahan sesekali counter attack lebih main aman ps anak gawang miskin taktik anies aminungguldebatcapres;POSITIF
ketika memberantas korupsi sampai ke akar akarnya maka siap siap tinggal di nusa kambangan seperti keinginan ganjar sendiri terkait kasus e ktp 520 000 us dan kasus bank jateng ;NEGATIF
 betul masih ada 4 debat lagi juga gausa terburu buru kasih pilihan kita juga bisa research track record mereka anies dari 23 janji gubernur yg jadi juga beberapa ganjar msh terganjal wadas di trust masy begitu juga pak prab yg masih ada kasus ham back to masing2 opini ;POSITIF
 inilah kalau orang gatau apa2 disuruh beropini udah lihat hasil jakarta gimana ga denger tadi prestasi2 yg disampein pak anies pak ganjar juga nyampein prestasinya pak prabowo apa program menhan aja banyak yg gagal;NEGATIF
 mereka hanya tau sekilas tentang wadas tapi seolah olah tau segalanya sok pintar ya begitu pak ganjar orang hebat selalu bisa mengatasi nya ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 sama ganjar juga diserang soal konstitusi ham kayanya soal gagasan anies ama ganjar lebih menonjol pak prabs kayanya over gimik dan jogetnya itu deh mmf ;POSITIF
gw tunggu ada yang bawa isu wadas ke ganjar ;NEGATIF
 padahal wadas itu yang punya kerjaan junjungannya trus menyelesaikan pak ganjar emang mantap sih pak ganjar ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 ini bahasa ngeles sih aku yg orang bodoh saja merasakan yg dulu aku suka ganjar jadi berfikir ulang utk pilih ganjar karna timsuksesnya terlalu kritis sama jokowi jadi wajar kalau survey ganjar merosot dan akhirnya beberapa hari ini timsukses gak terlalu serang jokowi ;NEGATIF
 cuma pak ganjar yang bisa menyelesaikan wadas ganjarsikatkorupsi;POSITIF
 kalo wadas ganjar tutup hidung;NEGATIF
ada gak tadi yang nembak pak ganjar pake isu wadas gue cuma nonton pas pak anies ditembak pake isu ikn sama pak prabowo ditembak pake isu ham ;NEGATIF
 1 nyalahin angin kek messi ngambil penalty gagal yg disalahin angin 2 gw karena gibran solo pesat perkembangannya 3 ganjar udah terlalu berpengalaman di pemerintahan apapun bisa dijawab dan ada hasilnya;POSITIF
sayang tidak menyinggung kasus kejahatan ham amp lingkungan wadas amp kendeng yg harus di pertanggung jawabkan oleh ganjar pranowo yg hingga kini bbrp kepala keluarga takut pulang ke desa masing masing yg melibatkan para buzzerrp cc ;NEGATIF
hasil debat kali ini ganjar dan anies seimbang dan prabowo gagal menjawab memuaskan pertanyaan tentu pilpres masih panjang hari ini masih jadikan referensi untuk kedepan anda sepakat ;POSITIF
nggak ada yang tanya soal wadas yah pak ganjar dapat banyak kartu pas malam ini ;NEGATIF
gue yakin kasus km50 baik anies prabowo kagak berani buka investigasi ulang apalagi si ganjar yakin deh bowo masih dibawah ketiak jokowi anies masih belum berani jujur ganjar kagak bisa diharapkan lha wadas aja dia diem;NEGATIF
prediksi debat cawapres 1 mahfud seperti anies berbasis data 2 imin seperti prabowo ada gimik tengil2nya 3 gibran seperti ganjar gak diajak prediksi aja ya ;POSITIF
den bokep ganjar nanya ham ke prabowo apa dia gak geli ya ngaca gitu sama masalah ham di wadas ;NEGATIF
 selalu wadas yang menjadi kata kunci mereka untuk menjatuhkan pak ganjar sepertinya pengetahuan mereka sangat minim tentang wadas ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 sudah dijelaskan oleh kpk soal tidak ada bukti kuat soal keterkaitan ganjar terhadap kasus e ktp;POSITIF
 oh jelas gak takut dong soalnya masala wadas itu diselesaikan oleh pak ganjar ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 beliau sopan ke pak ganjar ga bahas wadas dll;POSITIF
missing the first half of the debate ini tuh ada pertanyaan terkait wadas ke ganjar dan pertanyaan terkait konflik horizontal pilkada dki ke anies ga sih ;NEGATIF
 yg penting ngenyek prabowo anies jadi kurang tajem ke ganjar padahal bisa angkat soal ham di wadas kan yg bakal kena jokowi wkwk ganjar juga sudah bukan2an soal itu timsesnya nih ahh;POSITIF
 ini malah melebar ke mana mana visi ganjar amp anies lebih fokus hanya orang bodoh yang pilih prabowo gibran ira ;POSITIF
 ganjar tetap ceria dan gembira prabowo gibran panik lah gagal satu putaran;POSITIF
prabowo udh disenggol ham ganjar blom disenggol wadas nih ;POSITIF
2 pak prabororo gagal menjawab dengan tegas ketidakterlibatannya dalam orang hilang dari ganjar ;POSITIF
 yes pak ganjar menyelesaikan semua masalah termasuk soal wadas ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
dewasa dalam berdemokrasi statement terakhir ganjar ky gk boleh bahas wadas gt ;POSITIF
kami telah terbiasa mendengarkan keluh kesah rakyat kata pak ganjar keluh kesah warga wadas gimana pak eeeh ;NEGATIF
ganjar bicara dia dr rakyat kecil akan fokus ke rakyat kecil mungkin bagi ganjar rakyat desa wadas itu orang besar org kaya bukan rakyat kecil;NEGATIF
 masalah ini sudah pasti pak ganjarlah yang menyelesaikannya soal wadas itu siapa lagi yg menyelesaikan kalau gak pak ganjar ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
lmao woy ganjar wadas apakabar njarrrrrr udah berapa tahun cuk ;NEGATIF
 dan akan kah terjadi efek dr pertanyaan pak wo ttg wadas yg sebenarnya itu proyek pusat yg di selesaikan oleh pak ganjar ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 mau ditanya wadas juga gak takut soalnya pak ganjar yang menyelesaikan wadas ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 mudah2 an pak prabowo menanyakan hal itu ya tanyakan ke pak ganjar tentang wadas rakyat perlu tahu kontribusi besar ganjar di proyek strategis nasiona ini ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 wadas itu proyek pupr proyek pusat kenapa yg kena ganjar mulu dah serius nanya ;POSITIF
kasus rembang amp wadas harusnya jadi perhatian utama dalam pertanyaan anies ke ganjar ;NEGATIF
ganjar ada indikasi narcissistic idk i dont really like listening to him talking sangat kurang sreg dengan partai pengusungnya wadas case really concerns me alleged corruption case too wakilnya is the only one barely pass as standard candidate tbh;NEGATIF
 kamu pikir jaksa main main soal korupsi kecuali agus rahardjo mantan ketua agus rahardjo amp firli bahuri ketua kpk yg korup yg mengeliminasi kasus ganjar ttg e ktp amp bank jateng bahkan diduga ganjar terlibat pembunuhan para saksi kunci e ktp amp bank jateng ;NEGATIF
si ganjar sendiri juga lupa kasus wadas ;NEGATIF
 yg intervensi itu jokowi karena plot awal gibran jadi cawapresnya ganjar karena gagal akhirnya jadi cawapresnya pak prabowo;NEGATIF
 bener banget nih soalnya kalau bukan pak ganjar siapa lagi yg menyelesaikan soal wadas itu ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 harusnya yg spt ini yg di buzzz ama buzzer 03 ngk usah ungkit2 urusan domestik keluarga atau bully pleset lidah banyak prestasi pak ganjar yg perlu di endorse biar ngk tenggelam kenak ungkit isu wadas e ktp nonton porno ;POSITIF
ganjar lbh populis cara jawabnya prabowo kliatan bosen krn ud berkali2 gagal mulu anis kbnykan retorika bnyk bicara kyk menggurui dan dosen sy tetep coblos kumisnya mas adam ;POSITIF
 kalau bukan pak ganjar siapa lagi yg menyelesaikan soal wadas ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 ganjar menunjukkan smartness dan keterbukaan dengan bersedia berdiskusi tentang berbagai isu seperti ektp wadas dan kendeng tanpa memanfaatkan jabatannya untuk keuntungan pribadi ;POSITIF
 mau berapa kali sudah di jelaskan oleh ganjar wadas proyek strategis nasional dan yg beresin ganjar dasar partai sosmed partai preman yg penting cuan biar jual kemaluan nya sendiri najis;POSITIF
tadi anies w kira pas nanya 2 tragedi ke ganjar mau nanya wadas sama rembang tapi ditwist ke km 50 sama kanjuruhan gile ngeri ngerong;POSITIF
 debatpilpres2024 quotes inilah beda pernyataan yang menggunakan fiksi dengan yang menggunakan data sayang pak anis tidak menghilight soal wadas ke pak ganjar masih 2 v 1;NEGATIF
buat gue jawaban prabowo kurang puas masih dibawa ketiak jokowi semua ganjar munafik nanya kasus ham prabowo dia sendiri kasus wadas saja sudah melanggar ham anies belum jujur masalah ikn dahlah masih netral dan tetap ke tps dan memilih satu aja diantara tiga;NEGATIF
 nah giliran nanya ke soal ngatasin pengangguran terutama lulusan sarjana ganjar bilang buat ningkatin sdm dan ngasih kesempatan satu anggota keluarga miskin buat bisa sampe ke perguruan tinggi debatpilpres2024 pilihanindonesia cnnindonesia;POSITIF
kanjuruhan dan km50 itu masalah ke pak machfud klo mau serang ganjar ya wadas atau bahas masalah lalu lintas jateng ;POSITIF
ganjar nanya soal ham ke prabowo padahal ada wadas yg gak tuntas tuntas;NEGATIF
cokk ganjar diserang kanjuruhan blm wadas dll bukan acara masterchef tapi anies lagi masak memasak ;NEGATIF
yah anies nanya ganjar kok bukan ke wadas amp kendang ;POSITIF
 dia mau menaikkan elektabilitasnya kadung masyarakat sdh memiliki pilihan ke prabowo gibran malah ganjar makin nyungsep wong strategi politiknya rendahan dan miskin ide terlalu gampang terbaca oleh masyarakat indonesia pdipnyungsep2024hinggadibawah4persen ;NEGATIF
prabowo harus nanya wadas ke ganjar sih ganjar udah nanya korban hilang ke prabowo soalnya;NEGATIF
 kan bisa tanya balik ke ganjar ttg wadas gitu aja koq sewot ;NEGATIF
gue ngakak ganjar gencer banget nanya ham lupa warga wadas dan korban kanjuruhan kah ;NEGATIF
duh kenapa gak soal wadas aja sih pak pak anies terlalu sopan sama ganjar;NEGATIF
dialog pak anies dan pak ganjar jadi kelihatan elegant karena tidak ada gimik dan fokus untuk jawab pertanyaan kelazzz pak ;POSITIF
ini ganjar nanya masalah ham dan berjanji nyelesain semua tapi faktanya masalah wadas gapernah selesai masyarakat korban ;NEGATIF
 bayangin kalo pak prabowo nanya pak ganjar emang suka nonton bok p wadas ;NEGATIF
pertanyaan ganjar terkait korban penculikan gagal total dg jawaban bijak dan rileks dari capres prabowo pertanyaan gp terlalu tendensius menyerang membabi buta dan ganjar mulai dg berandai andainya menarik memastikanrasanyaman visipakbowo keadilanygpasti;NEGATIF
 el ganjar gagal memasak;NEGATIF
 debat atau wadas ganjar tidak takut karena dia percaya pada fakta dan kebenaran ;NEGATIF
sesi 5 ganjar nanya ke prabowo kalo bisa toh jangan baca tapi gapapa prabowo teh jawab yg bener kata gua jangan gimik jangan cuma ngandelin suporter doang mau ketawa tapi sedih gua wkwk ;NEGATIF
siganjar kok malah ngomongin masalah ham prabowo lha si ganjar kasus ham wadas apa kabarnya dan inget waktu jaman gusdur dia tak terbukti ada kasus penculikan aktivis;NEGATIF
ganjar lupa sama wadas apa ya wkwk;NEGATIF
faktanya orang yang katanya saya culik malah bergabung mendukung saya strategi yang bagus tapi bodoh aja sih menurut saya gak menjawab sama sekali pertanyaan ganjar gak menjawab komitmennya gak menunjukkan simpati ke korbannya ;NEGATIF
ganjar giliran ditanya wadas langsung suruh nemuin pribadi ;NEGATIF
 loh kalo gitu bapak ganjar harus di hukum soal e ktp dong debatpilpres2024 debatcapres2024 debatcapres;NEGATIF
 asli temenku masih ngeyel gini mana mati2an ngejelekin ganjar dan anies katanya pendapatnya ga mutu bodoh jelek ga pinter ;NEGATIF
 next ganjar di tanya wadas pasti ;NEGATIF
ganjar bawa2 ham wadas aja begitu wkwkwk;NEGATIF
buset ganjar berani ngomongin ham ke prab padahal wadas belum beres;NEGATIF
awas pak ganjar dicounter wadas;NEGATIF
ngomongin ham lagi aja ini ganjar tinggal dicounter pake 1 kata doang wadas ;NEGATIF
heheh wadas kendeng hak rakyat dirampas ehh malah salahin pakdhe emang ganjar kgk beres makanya all in pakdhe dkung ayah ;NEGATIF
 jadi kalau gagal bisa jadi dekom mereun kang pak ganjar nanti wkwk;NEGATIF
agaknya point pak ganjar tentang memberi kesempatan kepada 1 anak di keluarga miskin sampe kuliah harus sejalan dengan penggalakan program kb 2 anak cukup deh kalo ngga ntar terjadi keributan dalam rumah tangga yg anaknya banyak ygy ;POSITIF
ganjar bicara penegakan hukum wadas dan kendeng bagaimana bicara tentang perampasan sementara dia merampas hak masyarakat memastikanrasanyaman visipakbowo keadilanygpasti ;NEGATIF
ganjar dengan wadas kendeng anies dengan baggage 2017 but please yang penting jangan yang satu lg ;NEGATIF
 ga mungkin tanya wadas wadas itu proyek strategis nasional bukan proyeknya ganjar ganjar cuma ambil tanggung jawab krn proyeknya ada di jateng kl mau bahas wadas coba tanya rempang sekalian gubernurnya kok ga pernah keliatan itu sama2 proyek nasional ;POSITIF
pak anies itu capres paling miskin rumahnya masih kredit makasih lho pak ganjar ;NEGATIF
 pak anies berani tajam cerdas pak bowo gugup emosional miskin ide mas ganjar biasa biasa saja;NEGATIF
ganjar bicara penegakkan hukum wadas dan kendeng bagaimana bicara tentang perampasan sementara dia merampas hak masyarakat memastikanrasanyaman visipakbowo keadilanygpasti ;NEGATIF
 pertanyaan 2 ganjar menjawab prabowo membuka ruang investasi yg besar memastikan penegakan hukum transparan mudah amp cepat perlu disiapkan adalah sdm sekolah vokasi setiap 1 keluarga miskin 1 anaknya diberikan akses ke perguruan tinggi debatcapres debatpilpres2024 ;POSITIF
ganjar manfaatin kesempatan dengan baik buat serang prabowo amp anies ga ada yg mau serang balik bahas kekerasan aparat di wadas nih ;POSITIF
 prabowo presiden paling babak belur di debat kali ini dah miskin gagasan emosian dan dgn kata2 retorika yg tak runut aku tak ikhlas negara dipimpin oleh org spt ini maap aja anies dan ganjar lbh layak ;NEGATIF
anies cas cis cus seperti sudah bisa diduga serangannya ke prabowo gak ada obat ganjar lebih tenang meskipun tetap nyerang paham konteks persoalan prabowo gagal gemoy alias balik ke setelan pabrik ;POSITIF
 pak ganjar mendengar suara dari sabang sampai merauke itu wadas ga didengar ;NEGATIF
 wadas proyek pusat yang ketimpa sial pak ganjar orang cerdas pasti mengerti ;POSITIF
 wadas itu proyek nasional bukan proyek ganjar wkwkwkwk ;POSITIF
 gagal fokus sm ekspresi ganjar seneng banget ya pak ;POSITIF
 sepertinya ganjar bisa counter balik soal wadas soalnya itu proyek nasional bukan pemda setempat ;POSITIF
 bacot goblok wadas itu proyek pemerintah pusat itu tanggung jawab jokowi ganjar sdh membantu sekuat tenaga tanggung jawab ttp pd pemerintah pusat bacot lo gede otak lo kecil pantesan jd pelacur politik;NEGATIF
 tum banyak berita ganjar dialog dgn warga wadas masa ketum ga pernah baca;POSITIF
 kok dihapus min ttng percakapan ikn antara ganjar ama anies ikn produk gagal;NEGATIF
ini hrsnya prabowo bisa nanyain ganjar soal wadas kek tpi kok nggak ya;NEGATIF
 pak prabowo pertanyaannya malah ngamanin ganjar harusnya bahas wadas;POSITIF
ganjar menjawab prabowo kepastian hukum hrs berjalan dgn baik di semua layanan saat isentif industri sudah dilakukan kesiapan sdm hrs dilakukan e g sekolah vokasi setiap keluarga miskin akan kita berikan pendidikan tinggi amp perlu kita sosialisasikan;POSITIF
 wkwk wadas emang aku tunggu2 untuk disenggol tp sepengamatanku dua calon lainnya belum berani atau malah lupa isu ini panas bagi ganjar ;NEGATIF
 mas gk lupa to kasus e ktp pak setnof bilang bahwa ganjar dapet bagian berapa terus masalah banjir di kaligawe apa tuntas dilaksanakan ganjar apa janji ganjar dulu pas calon gubernur pada buruh amp guru apa ditepati 3 poin itu fakta belum lagi masalah tambang ;NEGATIF
menunggu anies menanyakan wadas dan kendeng ke ganjar;NEGATIF
 ganjar menunjukkan integritasnya dengan tidak takut menghadapi isu isu seperti ektp wadas dan sebagainya tindakan dan sikapnya membuktikan bahwa dia tidak pernah melanggar ham atau menerima gratifikasi kepemimpinan yang bersih dan terbuka untuk diskusi terbuka ;POSITIF
pak ganjar bilang keluarga miskin salah satu anaknya disekolahin tinggi mau jadi sandwich generation ;POSITIF
ganjar membuka ruang investasi bagi pusat pertumbuhan serta kemudahan perizinan bisnis ketangguhan sdm yaitu sekolah vokasi yaitu sekolah sampai 12 tahun dan gratis serta tindakan afirmasi setiap 1 keluarga miskin 1 anaknya sampai dikti shg memutus cycle kemiskinan;POSITIF
 debatcapres ganjar pranowo juga menyajikan solusi bagi setiap keluarga miskin agar salah satu anaknya masuk ke perguruan tinggi live debatcaprescawapres2024 pemilu2024 pilpres2024 theelectionchannelmetrotv ;POSITIF
prabowo nanya pengangguran yg banyak ganjar membuka ruang investasi penegakan hukum menyiapkan sdm 1 keluarga miskin 1 sarjana kerja sama pusat daerah respons berarti bapak mengakui prestasi jokowi ;POSITIF
1 keluarga miskin 1 sarjana gw dukung anies tpi gw setuju sama program ganjar yang ini;POSITIF
koplak ini ada gubernur yg petaninya gagal pakai kartu tani terus diolah jadi kegagalan pemerintah pusat konyol ini jarr ganjar ;NEGATIF
prabowo tanya ganjar soal pengangguran ganjar menekankan pentingnya investasi dengan meningkatkan aspek kepastian hukum perbaikan sdm untuk isi industri kongkretnya berbentuk sekolah vokasi dan sekolah gratis hingga smk serta insentif utk keluarga miskin agar bisa kuliah ;POSITIF
jawaban ganjar isu ini kontekstual pertama membuka keran investasi harus ada kepastian hukum kedua pas udah masuk yang disiapin sdm siapin sekolah vokasi gaada yang lain sekolah 12 tahun amp gratis program 1 keluarga miskin 1 anak ke perguruan tinggi;POSITIF
ngakak asli ini dendam banget pak prabowo ama anies prabowo nanya ke ganjar kalem ya soal pengangguran ganjar isu kontektrual 1membuka peluang investasi 2 kesiapan sdm sekolah dan gratis yh miskin kasih kesempatan 1 anaknya sekolah tinggi ;POSITIF
pak prabowo nanya soal pengangguran ke pak ganjar ini kall followup pertanyaannya pak prabowo ke pak ganjar adalah kenapa jateng masih jadi provinsi ter miskin di jawa bakal over power si nge skak nya ;NEGATIF
ww bertanya soal pengangguran ke ganjar ganjar menjawab 1 membuka ruang investasi dgn kepastian hukum yg baik amp transparan 2 jika mrka sudah berinvestasi kita harus siapkan sdm yg tangguh 3 menurunkan kemiskinan kita buat 1 keluarga miskin 1 sarjana mantap pak ganjar;POSITIF
